daily_active_users_per_1k,avg_session_duration,screens_per_session,feature_usage_diversity,conversion_rate,retention_30d,crash_rate_per_1k,avg_latency_ms,support_tickets_per_1k_users,bug_fix_time_days,deployment_frequency_per_month,nps_score,app_store_rating,revenue_per_user,marketing_cost_per_new_user
0.6184681628303909,10.148114126041833,6.071020879567888,3.9494543468587033,5.673941079212773,5.500851338534193,6.838370036780742,23949549138918.98,8.213287810298075,4.583720767826122,,10.712480038301079,4.302812676428416,9.381756491317846,4.389919825786064
0.6184673855756117,,3.7960625754826394,1.99987320678273,5.218676609638559,5.496676781917954,5.4594344486466495,23285949939708.66,7.7735748560150615,5.572743562702036,5.633490052926517,11.269998582807215,7.282001340784645,9.643575807648181,4.206871341020006
0.6184669200449382,6.405488964440205,3.8787216465305123,3.961219932807612,2.478590929865255,5.559580704486741,4.17895083403897,23182255260231.43,6.781985362683187,6.300329128480346,7.343623965229434,10.587823838501027,4.100797682265228,9.133303673042642,5.653437768808703
0.6184673625824911,7.549742609102788,4.774643485478573,2.825634613882865,4.04742093424878,5.458533416256296,3.2162052685989444,23293172868887.45,6.775011598477453,4.928198990913203,6.531811275607233,11.39405965389307,4.519294334326354,8.791460730994912,5.349756220616632
0.6184673722467153,10.440767433997278,9.578813484377305,4.852759080489233,4.9123959070423835,5.563851054153591,4.0624572027013235,23153654429950.785,8.854584316246868,7.492523183474873,6.786274509126864,11.350623148570325,4.576924925121291,10.723779571933983,4.951947794310962
0.6184665149325418,6.721056633547744,4.283744322832105,2.7507144913666175,3.6332915771698318,5.5119313514989745,3.5432311825831775,23598979903338.38,6.552086470210372,6.377856653409668,7.022343962740732,11.617203746260243,4.80478250687902,8.82371593918649,4.72026729050557
0.6184669610827408,9.624986288368627,3.5720029481821705,3.640986983854212,2.7878848647233023,5.660865040678295,4.080186193306375,23146917299652.074,6.759929909526768,7.311064119822381,5.277377381285364,10.616814581710688,5.428068927471956,9.097071902115465,6.080566789536843
0.6184672980720173,9.243026536544951,6.093052340173273,3.4181505880794605,4.324387736677988,5.551081055568961,2.081042801660874,23674359719948.47,4.939614625911504,6.746271367753151,5.401662936823639,11.450263041696644,4.233606475736763,9.77921237671333,
0.6184673711242175,7.80291696799157,4.885247049838509,2.54957453305605,3.5992441583239274,5.43338324268638,6.1536984412184355,23685582504617.44,8.245261994970123,8.15766585874196,6.86935731333839,10.819754074420098,4.953090962839966,7.937189636777586,4.482799987841088
0.618467513517859,10.21279908139908,8.316565546420856,5.419241875194396,3.492093839066687,5.577668046517831,5.387889909402889,24141552520091.453,5.640839824734637,5.187039174703478,6.500728339809786,11.654068694688139,6.593975742696737,9.061762229096157,4.8676564968785145
0.6184677147069106,10.409919274843505,6.9314198404978455,4.731253665979781,4.776748023340948,16.687608449982168,6.378953634678706,23314382762837.88,6.516207809042428,5.110774673124967,6.769678367879786,10.593092049634901,7.369848183760544,9.69128729927138,5.011055265074953
0.6184677090937298,9.757916143309126,5.057069181643005,3.8354362529886306,5.271754567774532,5.560245414784348,3.5263694540571433,23092579051681.344,7.459021797806661,4.916498322621919,6.483272058683685,11.929610977183142,6.733464580218378,8.820484066186673,4.901078610587911
0.6184672141539035,9.4498017431691,4.274603274543241,3.8893742741901405,4.608038831957661,5.632327256809467,,23511284918519.875,6.236621107940955,4.814860284637051,6.01300058087947,11.110971143824246,6.44768252759781,10.52471003251129,5.991593250993036
0.618467440628525,9.283700449520763,5.775754166168117,3.4476500878128493,3.7740672019468566,5.558031917325827,2.1563641100216477,23239189357051.574,5.484338240573322,6.69415579407432,17.59435390603026,11.783362421404986,6.348403914048305,9.668824680317591,3.3726416760976035
0.6184671807975275,8.082774471617132,4.587666290591803,2.6802653407456525,3.53715189918565,5.495117483132747,4.491809252811371,23083716475809.168,,,6.326246927439095,11.731866006541377,8.331450444025066,9.236007254443662,2.465519331056635
0.6184675214869259,8.591929660130123,,3.4830579202441103,3.5195866062907055,5.478416725747015,5.552635063837411,23551787061978.75,6.785329122578797,6.159993936418826,6.0077735203213205,10.366738452239312,4.7337346086731396,8.428904896924779,3.4701185721882974
0.61846774967457,9.892668107377958,,1.8627254398813904,,5.533721816148674,4.322168199261474,23112788924893.695,6.569770512111186,4.370768270097087,5.478652280936045,10.650267298159664,5.433725997163522,9.459914749028796,4.638415212370218
